"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"How to Build an #AngularJS Ecommerce App https://t.co/uB9ayv3QLQ",FALSE,3,NA,2018-01-23 03:00:00,FALSE,NA,"955636205487644674",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","cosmic_js",2,FALSE,FALSE,NA,NA
"Understanding the differences between Angular versions
https://t.co/iEtxfyEHAf
  @moshhamedani",FALSE,1,NA,2018-01-23 02:58:53,FALSE,NA,"955635923089281024",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","danocodes",0,FALSE,FALSE,NA,NA
"Angular 2 + Rails 5 Bootcamp

¢Ñ https://t.co/L2BHzmtaLA

#angular2 #angular https://t.co/gp2f2sHNuJ",FALSE,0,NA,2018-01-23 02:58:20,FALSE,NA,"955635784262053888",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","Angular_Develo",0,FALSE,FALSE,NA,NA
"Whoa. Ok. I was making a browser-based game with angular, and then I added electron and it just worked and now I ha¡¦ https://t.co/MofbRolAGS",FALSE,2,NA,2018-01-23 02:57:39,TRUE,NA,"955635612928872449",NA,"<a href=""https://github.com/mariotaku/twidere/"" rel=""nofollow"">Twidere for Android #7</a>","mer_matthews",1,FALSE,FALSE,NA,NA
"Come check out the @AngularJS meetup to learn about The Monthly Meetup: https://t.co/rcLzGsRYzl",FALSE,0,NA,2018-01-23 02:57:02,FALSE,NA,"955635456959549441",NA,"<a href=""http://CaseySoftware.com"" rel=""nofollow"">Santa Monica Tech Events</a>","SMTechEvents",0,FALSE,FALSE,NA,NA
"RT @JavaScriptDaily: A Guide to SurveyJS, a JavaScript Survey Library: https://t.co/6QlzUWpjee (Create multi-step Web-based survey flows.)",FALSE,0,NA,2018-01-23 02:56:59,FALSE,NA,"955635444594761728",NA,"<a href=""http://www.socialsyence.com/"" rel=""nofollow"">Social Syence</a>","davidwickman",41,TRUE,FALSE,NA,NA
"Got my first async Angular unit test written.  What a pain in the ass that is...",FALSE,0,NA,2018-01-23 02:56:17,FALSE,NA,"955635267393740800",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Exe_Durgen",0,FALSE,FALSE,NA,NA
"Angular 5 Release: What¡¯s New?. By Prosper Otemuyiwa https://t.co/pEj5n7XdVQ",FALSE,0,NA,2018-01-23 02:54:42,FALSE,NA,"955634869945630720",NA,"<a href=""https://github.com/mauricedb/tweetr/"" rel=""nofollow"">NGTweetr</a>","NG_Tutorial",0,FALSE,FALSE,NA,NA
"RT @LocoZimmerman: Una Quarter Pounder; la piedra angular de todo buen desayuno...",FALSE,0,NA,2018-01-23 02:53:56,FALSE,NA,"955634679066931200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DevilMayCrayS",16,TRUE,FALSE,NA,NA
"RT @JavaScriptDaily: A Guide to SurveyJS, a JavaScript Survey Library: https://t.co/6QlzUWpjee (Create multi-step Web-based survey flows.)",FALSE,0,NA,2018-01-23 02:53:46,FALSE,NA,"955634633093214208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tiagodurante",41,TRUE,FALSE,NA,NA
"RT @LocoZimmerman: Una Quarter Pounder; la piedra angular de todo buen desayuno...",FALSE,0,NA,2018-01-23 02:53:28,FALSE,NA,"955634560716374016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","javisex111",16,TRUE,FALSE,NA,NA
"Personas con camaras de 12 MP con angular y teleobjetivo tomando fotos en el espejo de un bano, no le hagan esto a la tecnologia por favor.",FALSE,0,NA,2018-01-23 02:51:47,FALSE,NA,"955634134113816576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MajoVillasana",0,FALSE,FALSE,NA,NA
"Angular 2 + Rails 5 Bootcamp

¢Ñ https://t.co/WFiQXPOOBk

#angular2 #angular https://t.co/vaFOgFDnT3",FALSE,0,NA,2018-01-23 02:51:11,FALSE,NA,"955633985127927808",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","angular_geek",0,FALSE,FALSE,NA,NA
"Angular 2 + Rails 5 Bootcamp

¢Ñ https://t.co/a24pFowtkH

#angular2 #angular https://t.co/JimPEmEXlN",FALSE,0,NA,2018-01-23 02:50:28,FALSE,NA,"955633805431250945",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","AngularJSFan",0,FALSE,FALSE,NA,NA
"RT @LocoZimmerman: Una Quarter Pounder; la piedra angular de todo buen desayuno...",FALSE,0,NA,2018-01-23 02:50:15,FALSE,NA,"955633748074143744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","miryameli",16,TRUE,FALSE,NA,NA
"#Angular vs #React vs #Vue <U+2013> codeburst https://t.co/nZn58kXShI",FALSE,0,NA,2018-01-23 02:48:48,FALSE,NA,"955633385405214720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maharajaMandy",0,FALSE,FALSE,NA,NA
"""krasimir/kuker: Kick-ass browser extension to debug your apps"" https://t.co/f26A0k6wF2 =&gt; https://t.co/lpzu8GFjYI¡¦ https://t.co/f8DGwI7oHU",FALSE,0,NA,2018-01-23 02:48:16,TRUE,NA,"955633250545872897",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","jser_info",0,FALSE,FALSE,NA,NA
"Fatacy Is creating intensively with edge reflow. Please be patient. Your browser width is adjustable.

Titom = Time¡¦ https://t.co/HflNKRjpCA",FALSE,0,NA,2018-01-23 02:46:47,TRUE,NA,"955632876615122946",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","fatacy",0,FALSE,FALSE,NA,NA
"«¯«é«¤«¢«ó«Èª«ªé`postMessage`ªÇ÷áª²ª¿«í«°ªÈStateªòøúãÆªÇª­ªë«Ó«å<U+30FC>«¢ªÎ«Ö«é«¦«¶<U+62E1>íå¡£
React¡¢Redux¡¢Angular¡¢Vue¡¢HTMLªÊªÉªË<U+5BFE><U+5FDC>ª·ª¿«Ç«Ð«Ã«°«Ä<U+30FC>«ë¡£ ""krasimir/ku¡¦"" https://t.co/1VHnXlj7a2",FALSE,0,NA,2018-01-23 02:45:53,FALSE,NA,"955632652614184960",NA,"<a href=""https://github.com/r7kamura/retro-twitter-client"" rel=""nofollow"">Retro twitter client</a>","azu_re",0,FALSE,FALSE,NA,NA
"RT @JavaScriptKicks: Angular<U+2005>vs React vs Vue by harryho2 https://t.co/RU5N1hgpgO #javascript #angularjs #reactjs #vuejs via JavaScriptKicks",FALSE,0,NA,2018-01-23 02:44:36,FALSE,NA,"955632329111867393",NA,"<a href=""https://twitter.com/JavaBot_"" rel=""nofollow"">java bot 7</a>","CodingFlux_",4,TRUE,FALSE,NA,NA
"RT @LocoZimmerman: Una Quarter Pounder; la piedra angular de todo buen desayuno...",FALSE,0,NA,2018-01-23 02:44:08,FALSE,NA,"955632211411136512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Juulyee______12",16,TRUE,FALSE,NA,NA
"RT @angelmbanks: If you're gonna be in #Atlanta on Sat, Feb 3rd (perhaps for a certain #conference of the angular variety) and would like t¡¦",FALSE,0,NA,2018-01-23 02:43:24,FALSE,NA,"955632025645535232",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MsAleia",5,TRUE,FALSE,NA,NA
"RT @jdjuan: Our 2018 resolution: To make @AngularMedellin the coolest #angular community in #LatinAmerica <ed><U+00A0><U+00BD><ed><U+00B2><U+00AA> HERE WE GO!

#forms #ngrx #GDE¡¦",FALSE,0,NA,2018-01-23 02:42:31,FALSE,NA,"955631805151006720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","teffcode",21,TRUE,FALSE,NA,NA
"RT @azu_re: kukerªÈª¤ª¦ËÒ<U+767A>íº«Ä<U+30FC>«ëªËªÄª¤ªÆ¡£
redux-devtoolsªÎªèª¦ªË«Ö«é«¦«¶ªË<U+62E1>íåªò«¤«ó«¹«È<U+30FC>«ëª·¡¢ReduxªäReact¡¢AngularªÊªÉ«é«¤«Ö«é«êªÎ«í«°ªòÌ¸ªëª³ªÈª¬ªÇª­ªë¡£
«í«°ªò÷áª²ªëö°ªÏ`po¡¦ """" https://t.co/cw8A¡¦",FALSE,0,NA,2018-01-23 02:42:21,FALSE,NA,"955631760561221632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Favi_ty",2,TRUE,FALSE,NA,NA
"Estuvo chilero! @DevsPlus502 @campus_tec <ed><U+00A0><U+00BD><ed><U+00B1><U+008C> @angular  @itrjwyss https://t.co/JAtEPnmkhw",FALSE,0,NA,2018-01-23 02:41:38,FALSE,NA,"955631582961905666",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lazarodev",0,FALSE,FALSE,NA,NA
"RT @azu_re: kukerªÈª¤ª¦ËÒ<U+767A>íº«Ä<U+30FC>«ëªËªÄª¤ªÆ¡£
redux-devtoolsªÎªèª¦ªË«Ö«é«¦«¶ªË<U+62E1>íåªò«¤«ó«¹«È<U+30FC>«ëª·¡¢ReduxªäReact¡¢AngularªÊªÉ«é«¤«Ö«é«êªÎ«í«°ªòÌ¸ªëª³ªÈª¬ªÇª­ªë¡£
«í«°ªò÷áª²ªëö°ªÏ`po¡¦ """" https://t.co/cw8A¡¦",FALSE,0,NA,2018-01-23 02:41:38,FALSE,NA,"955631579715444736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","inuscript",2,TRUE,FALSE,NA,NA
"kukerªÈª¤ª¦ËÒ<U+767A>íº«Ä<U+30FC>«ëªËªÄª¤ªÆ¡£
redux-devtoolsªÎªèª¦ªË«Ö«é«¦«¶ªË<U+62E1>íåªò«¤«ó«¹«È<U+30FC>«ëª·¡¢ReduxªäReact¡¢AngularªÊªÉ«é«¤«Ö«é«êªÎ«í«°ªòÌ¸ªëª³ªÈª¬ªÇª­ªë¡£
«í«°ªò÷áª²ªëö°ªÏ`po¡¦ """" https://t.co/cw8APLFo79",FALSE,1,NA,2018-01-23 02:40:30,FALSE,NA,"955631294582423552",NA,"<a href=""https://github.com/r7kamura/retro-twitter-client"" rel=""nofollow"">Retro twitter client</a>","azu_re",2,FALSE,FALSE,NA,NA
"RT @LocoZimmerman: Una Quarter Pounder; la piedra angular de todo buen desayuno...",FALSE,0,NA,2018-01-23 02:40:11,FALSE,NA,"955631218078507008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mayo_Roses",16,TRUE,FALSE,NA,NA
"@amcdnl Sorry, I mean I 'was' wondering if there were any good examples using Storyboard with Angular. Your demo pa¡¦ https://t.co/aFDqDJ6KH0",FALSE,0,"amcdnl",2018-01-23 02:40:04,TRUE,"955461739214200832","955631187480920064","216922906","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pengx17",0,FALSE,FALSE,NA,NA
"Image Sliders and Carousels for #Angular https://t.co/JnSA2RQads",FALSE,0,NA,2018-01-23 02:39:53,FALSE,NA,"955631139703611392",NA,"<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>","Maina_Wycliffe",0,FALSE,FALSE,NA,NA
"RT @LocoZimmerman: Una Quarter Pounder; la piedra angular de todo buen desayuno...",FALSE,0,NA,2018-01-23 02:37:12,FALSE,NA,"955630465838407680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MamadoBarbon",16,TRUE,FALSE,NA,NA
"RT @NgAtlanta: Did you know that you could update your @Ionicframework application without having to push an update to the app store? 

Joi¡¦",FALSE,0,NA,2018-01-23 02:37:09,FALSE,NA,"955630451477155846",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JamesWalkerCTO",12,TRUE,FALSE,NA,NA
"@UFC_latino Coincido compadre, para mi una piedra angular en la combinacion de lucha con golpeo... Saludos y un abrazo",FALSE,0,"UFC_latino",2018-01-23 02:37:03,FALSE,"955610268742115328","955630427443576833","1387302168","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jrodrigobch",0,FALSE,FALSE,NA,NA
"RT @JavaScriptKicks: Angular<U+2005>vs React vs Vue by harryho2 https://t.co/RU5N1hgpgO #javascript #angularjs #reactjs #vuejs via JavaScriptKicks",FALSE,0,NA,2018-01-23 02:36:49,FALSE,NA,"955630371026231296",NA,"<a href=""https://twitter.com/JavascriptBot_"" rel=""nofollow"">JavascriptBot8</a>","JavascriptBot_",4,TRUE,FALSE,NA,NA
"@angular #angular5 #tests #90% #fun #rxjs #bootstrap #angular-cli #tdd #discipline #green the new ecolove app is al¡¦ https://t.co/vhQ5XRYtOT",FALSE,0,"angular",2018-01-23 02:36:48,TRUE,NA,"955630367385538562","202230373","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","freepowder13",0,FALSE,FALSE,NA,NA
"RT @Mybridge: Angular Top 10 Articles for the Past Month (v.Dec 2017). 

@angular #JavaScript https://t.co/WTncBxoz1g https://t.co/4GkwlLYE¡¦",FALSE,0,NA,2018-01-23 02:36:29,FALSE,NA,"955630283901960193",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","daonhan",45,TRUE,FALSE,NA,NA
"RT @LocoZimmerman: Una Quarter Pounder; la piedra angular de todo buen desayuno...",FALSE,0,NA,2018-01-23 02:36:21,FALSE,NA,"955630250007908358",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","i_BitchPrincess",16,TRUE,FALSE,NA,NA
"Starting with JavaScript Unit Testing

¢Ñ https://t.co/beHfI8n3lu

#angularjs https://t.co/EXSztYAVZo",FALSE,2,NA,2018-01-23 02:34:20,FALSE,NA,"955629745554841600",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","angular_pro",1,FALSE,FALSE,NA,NA
"Starting with JavaScript Unit Testing

¢Ñ https://t.co/lerj4oBBxR

#angularjs https://t.co/yaqR6OyF1I",FALSE,1,NA,2018-01-23 02:34:15,FALSE,NA,"955629722683281408",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","angular__tuts",0,FALSE,FALSE,NA,NA
"@stephenfluin @mgechev Is there a 90s kid who wouldn¡¯t pronounce that as ¡°Angular Music Television¡±? I wish I could go :-(",FALSE,0,"stephenfluin",2018-01-23 02:32:00,FALSE,"955573808886292480","955629159019175936","15313446","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Azayzel_",0,FALSE,FALSE,NA,NA
"RT @LocoZimmerman: Una Quarter Pounder; la piedra angular de todo buen desayuno...",FALSE,0,NA,2018-01-23 02:31:42,FALSE,NA,"955629082863198208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The_Pipirisnais",16,TRUE,FALSE,NA,NA
"Special thanks to Wegmans for sponsoring The Great American Meatout Race for Health. Check out their website here f¡¦ https://t.co/GqIKPgcTjI",FALSE,0,NA,2018-01-23 02:31:16,TRUE,NA,"955628972028678144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AshaSanctuary",0,FALSE,FALSE,NA,NA
"#SurveyJS is out of Beta - Open-source #JavaScript Survey library with versions for #Angular 2+, #React, #Vue,¡¦ https://t.co/haxOwg0tGe",FALSE,1,NA,2018-01-23 02:30:04,TRUE,NA,"955628672106496001",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","JoeIngeno",0,FALSE,FALSE,NA,NA
"Automation Test Analyst - Selenium/JavaScript/Angular, #Reigate, Surrey, EC3, UK, ¡Ì400 - 450 per Day https://t.co/iLYrY74Oy2",FALSE,1,NA,2018-01-23 02:28:50,FALSE,NA,"955628359240880128",NA,"<a href=""https://simplydevjob.com"" rel=""nofollow"">SimplyJob Angular</a>","SimplJobAngular",0,FALSE,FALSE,NA,NA
